
# 常用标准汉喃字表（2024年版）表1
# 作者：汉喃研究与应用协会（原名：越南汉喃复兴委员会）
# http://www.hannom-rcv.org/NS/bchnctd%20300623.pdf
# 表1共3975字（分为6级，即1、2、3、4、5、T，分别有244、342、464、478、490、1957字）
#
# 𡨸漢喃	音讀	Level	譬喻	𥱬註
# Chữ Hán Nôm	Âm đọc	Level	Thí dụ	Ghi chú

𡨸漢喃	音讀	level	譬喻	𥱬註
殘	TÀN	2	殘暴 tàn bạo · 殘跡 tàn tích ·殘忍 tàn nhẫn · 𥟹殘 lụi tàn ·兇殘 hung tàn · 殘局 tàn cục	U+6B98
新	TÂN	3	新春 tân xuân · 新兵 tân binh ·革新 cách tân · 𤳆新 trai tân	U+65B0
賓	TÂN	5	賓客 tân khách	U+8CD3
賓	tẩn	5	賓𢠨 tẩn mẩn [𠸨]	
晉	TẤN	3	茹晉 nhà Tấn · 仉晉𠊛秦 kẻ Tấn người Tần	U+6649
晉	tắn	3	鮮晉 tươi tắn [𠸨]	
晉	tấn	3	晉㗰 tấn tuồng · 𠬠晉平 1.000公斤 một tấn bằng 1.000 công cân	
訊	TẤN	T	通訊 thông tấn · 查訊 tra tấn	U+8A0A
進	TẤN	1	進攻 tấn công · 進𬧐 tấn tới ·進封 tấn phong	U+9032
進	TIẾN	1	先進 tiên tiến · 進行 tiến hành · 進𬧐 tiến tới	
秦	TẦN	5	秦𦶀 tần ô	[翻] U+79E6
秦	tằn	5	秦賤 tằn tiện	
頻	TẦN	T	頻率 tần suất · 頻煩 tần phiền · 頻數 tần số · 頻垠 tần ngần	U+983B
蘋	TẦN	T	蘋藻 tần tảo	U+860B
蘋	bần	T	𣘃蘋 cây bần	
盡（尽）	TẬN	2	無盡 vô tận · 盡力 tận lực · 詳盡 tường tận · 盡心 tận tâm ·盡忠 tận trung · 盡情 tận tình	U+76E1 (U+5C3D)
桑	TANG	T	桑滄 tang thương · 滄海桑田 thương hải tang điền	[翻] U+6851
喪	TANG	4	抵喪 để tang · 役喪 việc tang · 𡌽喪 đám tang	U+55AA
喪	TÁNG	4	斲喪 trác táng	
嗓	tang	T	丐嗓𫇿尼唿𥘀𡗋 cái tang thuốc này hút nặng lắm · 函嗓 hàm tang [摱]	U+55D3
贓	TANG	T	贓物 tang vật · 果贓 quả tang	U+8D13
𮍄	TANG	T	𩓜𮍄 màng tang · 𤿰𫫴𡀳𮍄 trống thủng còn tang	U+2E344
𣉕	tảng	T	假𣉕 giả tảng · 𣉕矑 tảng lờ · 𣉕𤏬 tảng sáng	U+23255
𣉕	tang	T	𣉕𣉕 tang tảng [𠸨]	⇔ 𣉕 tảng
磉	TẢNG	2	磉𥒥 tảng đá	U+78C9
葬	TÁNG	T	火葬 hoả táng · 埋葬 mai táng · 安葬 an táng · 改葬 cải táng	U+846C
藏	TÀNG	3	保藏 bảo tàng · 藏書 tàng thư ·藏形 tàng hình · 藏身 tàng thân · 藏匿 tàng nặc · 昂藏 ngang tàng	U+85CF
藏	TẠNG	3	西藏 tây tạng · 道藏 đạo tạng	
藏	tàng	3	藏藏 tàng tàng	
臟	TẠNG	T	臟腑 tạng phủ	U+81DF
僧	TĂNG	3	僧人 tăng nhân · 僧侶 tăng lữ ·僧尼 tăng ni · 僧伽 tăng già	U+50E7
增	TĂNG	1	增加 tăng gia · 增𬨠 tăng lên ·車增 xe tăng [摱]	U+589E
增	tâng	1	增扑 tâng bốc · 增功 tâng công	
贈	TẶNG	4	贈物 tặng vật · 捐贈 quyên tặng · 贈品 tặng phẩm	U+8D08
層	tầng	2	層𡌢 tầng hầm	U+5C64
層	từng	2	層𣈜 từng ngày · 茹𦊚層 nhà bốn tầng	
腥	tanh	T	腥臊 tanh tao	U+8165
遭	TAO	T	遭遇 tao ngộ	U+906D
騷	TAO	T	騷亂 tao loạn	U+9A37
灶	TÁO	T	翁灶 ông táo · 灶君 táo quân	U+7076
燥	TÁO	T	燥𤵳 táo bón	U+71E5
躁	TÁO	4	躁暴 táo bạo	U+8E81
曹	tào	5	曹勞 tào lao	U+66F9
造	TẠO	1	製造 chế tạo · 人造 nhân tạo ·假造 giả tạo	[翻] U+9020
漝	tấp	T	吸漝 hấp tấp · 𬧐漝 tới tấp · 漝汭 tấp nập	U+6F1D
習	TẬP	4	學習 học tập · 排習 bài tập · 寔習 thực tập	[翻] U+7FD2
集	TẬP	1	集合 tập hợp · 集體 tập thể ·集詩 tập thơ · 聚集 tụ tập	U+96C6
緝	TẬP	3	緝拿 tập nã	U+7DDD
輯	TẬP	5	編輯員 biên tập viên	U+8F2F
襲	TẬP	T	襲擊 tập kích	U+8972
薩	TÁT	3	菩薩 bồ tát	[翻] U+85A9
𤎕	tắt	T	𤎕畑 tắt đèn · 𤎕焒 tắt lửa	U+24395
𨄠	tắt	T	塘𨄠 đường tắt · 縿𨄠 tóm tắt · 𢪏𨄠 viết tắt	U+28120
㧙	tất	T	㧙弼 tất bật · 㧙𪭥 tất tả	U+39D9
悉	TẤT	5	悉𪥘󠄁 tất cả · 悉心 tất tâm · 悉秦疾 tất tần tật [𠸨]	[翻] U+6089
韠	TẤT	T	𠫾韠 đi tất	"裊得使用如𠬠詞獨立、得𢪏 𱺵「韠 tất」；裊得使用如詞𢯖、得𢪏𱺵「蔽膝 bít tất」。 Nếu được sử dụng như một từ độc lập, được viết là ""韠 tất""; nếu được sử dụng như từ ghép, được viết là ""蔽膝 bít tất"". U+97E0"
疾	TẬT	4	病疾 bệnh tật	U+75BE
艚	tàu	4	艚水 tàu thuỷ · 艚𤿤 tàu bè ·棗艚 táo tàu · 艚蘿 tàu lá · 𠊛艚 người Tàu	U+825A
艚	tầu	4		⇔ 艚 tàu
奏	TẤU	T	稟奏 bẩm tấu · 變奏 biến tấu ·奏樂 tấu nhạc · 節奏 tiết tấu	U+594F
奏	tâu	T	𨷈奏 muôn tâu · 奏排 tâu bày ·奏𬨠 tâu lên	
粃	tẻ	T	𥽌粃 gạo tẻ · 𥛭粃 lẻ tẻ [𠸨]	U+7C83
𪷉	té	T	𪷉𨁟 té ngã · 𪷉渃𠓨𩈘 té nước vào mặt	U+2ADC9
犀	TÊ	T	犀角 tê giác · 𡥵犀犀 con tê tê	U+7280
犀	tê	T	細犀 tỉ tê [𠸨]	
痺	TÊ	T	痺𠻇 tê dại · 痺濕 tê thấp · 痺 𦛍 tê tái	U+75FA
儕	tê	T	坭儕 nơi tê · 𠊛儕 người tê · 儕齊 tê tề	U+5115
祭	TẾ	T	祭天 tế thiên · 祭禮 tế lễ · 祭文 tế văn · 祭祖 tế tổ	U+796D
際	TẾ	3	國際 quốc tế · 交際 giao tế · 寔際 thực tế	U+969B
濟	TẾ	3	經濟 kinh tế · 醫濟 y tế · 救濟 cứu tế	[翻] U+6FDF
敝	TỆ	T	敝姓 tệ tính · 敝處 tệ xứ · 敝校 tệ hiệu	U+655D
弊	TỆ	4	弊害 tệ hại · 頹弊 tồi tệ · 弊端 tệ đoan · 丐𣛠尼過弊 cái máy này quá tệ	U+5F0A
𠸜	tên	3	𠸜噲 tên gọi · 𠸜𣱆 tên họ	[異] 𠸛 U+20E1C
司	TI	1	公司 công ti	U+53F8
司	TƯ	1	司法 tư pháp · 司徒 tư đồ	
卑	TI	T	尊卑 tôn ti · 自卑 tự ti	[翻] U+5351
絲	TI	T	釐絲 li ti	U+7D72
絲	tơ	T	絲𫄎 tơ lụa · 絲蠶 tơ tằm	[翻]
絲	tỉ	T	絲絲 ti tỉ [𠸨]	⇔ 絲 ti
姊	TỈ	T	師姊 sư tỉ · 姊妹 tỉ muội	U+59CA
秭	TỈ	5	秭富 tỉ phú · 亙秭 hàng tỉ · 𠀧秭銅 ba tỉ đồng	U+79ED
子	TÍ	2	𣇞子 giờ Tí	U+5B50
子	TỬ	2	父子 phụ tử · 太子 thái tử · 子宮 tử cung · 獅子 sư tử	
子	tí	2	子𡭧 tí chút · 𠬠子 một tí · 子㳻 tí tách [聲]	
子	tị	2	𠬠子𫇿 một tị thuốc	⇔ 子 tí
𣈢	tia	5	𣈢𣌝 tia nắng · 𣈢反射 tia phản xạ · 𣈢紫外 tia tử ngoại	U+23222
昔	TÍCH	T	古昔 cổ tích	U+6614
析	TÍCH	5	分析 phân tích	U+6790
跡	TÍCH	4	奇跡 kì tích · 蹤跡 tung tích ·遺跡 di tích · 𨁪跡 dấu tích ·跡事 tích sự · 固跡哴 có tích rằng	U+8DE1
僻	TÍCH	T	阨僻 ách tích · 孤僻 cô tích	U+50FB
積	TÍCH	3	積極 tích cực · 𩐛積 ấm tích ·面積 diện tích · 積徠 tích lại ·積累 tích luỹ	U+7A4D
錫	tích	4	咜錫 xà tích	U+932B
錫	thiếc	4	𡎡錫 mỏ thiếc	
績	TÍCH	T	功績 công tích · 成績 thành tích · 戰績 chiến tích · 績事 tích sự	U+7E3E
夕	TỊCH	T	夕陽 tịch dương · 七夕 thất tịch · 除夕 trừ tịch	[翻] U+5915
席	TỊCH	4	主席 chủ tịch	U+5E2D
席	tiệc	4	宴席 yến tiệc · 𩛷席 bữa tiệc ·席從 tiệc tùng [𠸨]	
寂	TỊCH	T	寂寞 tịch mịch · 圓寂 viên tịch	U+5BC2
籍	TỊCH	T	國籍 quốc tịch · 戶籍 hộ tịch ·籍編 tịch biên · 書籍 thư tịch	U+7C4D
惜	tiếc	3	傷惜 thương tiếc · 當惜 đáng tiếc	U+60DC
尖	TIÊM	T	尖防 tiêm phòng · 尖𫇿 tiêm thuốc · 䈵尖 ống tiêm · 尖染 tiêm nhiễm	U+5C16
殲	TIÊM	T	殲擊 tiêm kích	U+6BB2
纖	TIÊM	T	纖細 tiêm tế · 纖悉 tiêm tất ·纖毛 tiêm mao	U+7E96
潛	TIỀM	4	潛力 tiềm lực · 潛能 tiềm năng · 潛識 tiềm thức · 潛藏 tiềm tàng	U+6F5B
潛	tèm	4	潛濂 tèm lem [𠸨]	
仙	TIÊN	T	仙佛 tiên phật · 水仙 thuỷ tiên · 八仙 bát tiên	U+4ED9
先	TIÊN	2	𠓀先 trước tiên · 頭先 đầu tiên · 先生 tiên sinh	U+5148
鮮	TIÊN	3	朝鮮 Triều Tiên	U+9BAE
鮮	tươi	3	𩵜鮮 cá tươi · 鮮唭 tươi cười · 𧺀鮮 thắm tươi	
薦	TIẾN	T	薦舉 tiến cử	U+85A6
前	TIỀN	2	前輩 tiền bối · 前途 tiền đồ	U+524D
錢	TIỀN	3	錢鉑 tiền bạc · 錢幣 tiền tệ	U+9322
箭	TIỄN	5	弓箭 cung tiễn · 火箭 hoả tiễn	U+7BAD
箭	tên	5	箭焒 tên lửa · 𪖫箭 mũi tên ·弓箭 cung tên	[翻] [異] 𥏋 𥏌
餞	TIỄN	T	餞別 tiễn biệt · 餞迻 tiễn đưa	U+991E
便	TIỆN	4	方便 phương tiện · 順便 thuận tiện · 不便 bất tiện · 便利 tiện lợi	U+4FBF
銑	tiện	T	銑圇 tiện tròn · 𠏲銑 thợ tiện	U+9291
賤	TIỆN	T	低賤 đê tiện · 苛賤 hà tiện · 貧賤 bần tiện	U+8CE4
㗂	tiêng	2	𠊛綀㗂 người Xơ-Tiêng (X'Tiêng)	𡨸尼得讀如格發音尼只𥪝名詞𥢆尼。 Chữ này được đọc như cách phát âm này chỉ trong danh từ riêng này. U+35C2
㗂	tiếng	2	㗂吶 tiếng nói · 㗂叫 tiếng kêu · 㗂越 tiếng Việt	
接	TIẾP	1	接續 tiếp tục · 接客 tiếp khách	U+63A5
捷	TIỆP	5	敏捷 mẫn tiệp · 捷報 tiệp báo ·波花𠫾捷 ba hoa đi Tiệp	U+6377
捷	tẹp	5	捷叺 tẹp nhẹp	
泄	TIẾT	3	泄毒 tiết độc · 浽泄 nổi tiết ·泄瀉 tiết tả · 泄尿 tiết niệu	泄尿 tiết niệu ⇔ 泌尿 tiết niệu U+6CC4
節	TIẾT	3	時節 thời tiết · 枝節 chi tiết ·音節 âm tiết · 節學 tiết học ·節面 tiết diện · 氣節 khí tiết	U+7BC0
節	tết	3	節元旦 tết nguyên đán	
截	TIỆT	T	𣩂截 chết tiệt · 截蟲 tiệt trùng · 除截 trừ tiệt	U+622A
逍	TIÊU	T	逍遙 tiêu dao	U+900D
消	TIÊU	2	消化 tiêu hoá · 取消 thủ tiêu ·支消 chi tiêu · 消散 tiêu tan ·消遣 tiêu khiển · 消渃 tiêu nước	U+6D88
宵	TIÊU	T	元宵 nguyên tiêu	U+5BB5
椒	TIÊU	T	胡椒 hồ tiêu · 籺椒 hạt tiêu ·花椒 hoa tiêu	U+6912
焦	TIÊU	T	焦點 tiêu điểm · 三焦 tam tiêu · 𣱆焦 họ Tiêu	U+7126
標	TIÊU	4	標表 tiêu biểu · 標準 tiêu chuẩn · 標本 tiêu bản · 標題 tiêu đề · 花標 hoa tiêu	U+6A19
銷	TIÊU	5	銷售 tiêu thụ · 銷毀 tiêu huỷ ·銷喍 tiêu xài	U+92B7
蕭	TIÊU	T	蕭條 tiêu điều · 𣱆蕭 họ Tiêu	U+856D
鏢	TIÊU	T	飛鏢 phi tiêu	U+93E2
小	TIỂU	2	弱小 nhược tiểu · 小說 tiểu thuyết · 小姐 tiểu thư · 渃小 nước tiểu · 小𡊳 tiểu sành	U+5C0F
小	tẻo	2	小悄 tẻo teo	
𦻳	tím	T	𦻳𠖯 tím ngắt · 茄𦻳 cà tím · 𦻳𦻳 tim tím [𠸨]	[翻] U+26EF3
𦻳	tim	T	𦻳𦻳 tim tím [𠸨]	⇔ 𦻳 tím [翻]
信	TÍN	1	信仰 tín ngưỡng · 信徒 tín đồ ·信服 tín phục · 信物 tín vật · 信用 tín dụng · 信紙 tín chỉ	[翻] U+4FE1
信	tin	1	信息 tin tức · 𢚸信 lòng tin · 信用 tin dùng · 信𢚁 tin cậy	[翻]
星	TINH	3	明星 minh tinh · 占星 chiêm tinh · 零星 linh tinh · 𤏬星𢠩 sáng tinh mơ	[翻] U+661F
星	teng	3	星鋲 teng beng [𠸨]	
晶	TINH	T	水晶 thuỷ tinh · 結晶 kết tinh	U+6676
猩	TINH	T	猩猩 tinh tinh	U+7329
精	TINH	3	精神 tinh thần · 妖精 yêu tinh · 𤽸精 trắng tinh · 精坤 tinh khôn · 精液 tinh dịch · 精氣 tinh khí	U+7CBE
精	chính	3	味精 mì chính [摱]	
精	toanh	3	㵋精 mới toanh	⇔ 精 tinh
省	TỈNH	3	省蒞 tỉnh lị · 省永福 tỉnh Vĩnh Phúc · 省略 tỉnh lược	U+7701
省	xỉnh	3	𨻬省 xó xỉnh [𠸨]	
省	xĩnh	3	侊省 xoàng xĩnh [𠸨]	
醒	TỈNH	3	警醒 cảnh tỉnh · 醒悟 tỉnh ngộ · 醒𧻭 tỉnh dậy	U+9192
併	TÍNH	2	吞併 thôn tính	U+4F75
併	tính	2	併算 tính toán · 𣛠微併 máy vi tính	
性	TÍNH	1	個性 cá tính · 同性 đồng tính ·性情 tính tình · 男性 nam tính	U+6027
性	tánh	1		⇔ 性 tính
姓	TÍNH	T	百姓 bách tính · 貴姓 quý tính	U+59D3
情	TÌNH	1	情㤇 tình yêu · 情感 tình cảm ·情敵 tình địch · 情欲 tình dục · 表情 biểu tình · 情報 tình báo	U+60C5
竫	tĩnh	T	立竫𰨂母 lập tĩnh thờ mẫu · 徠逴竫𫥨唿 lại rước tĩnh ra hút	U+7AEB
靜	TĨNH	3	安靜 yên tĩnh · 靜電 tĩnh điện · 平靜 bình tĩnh · 動靜 động tĩnh · 恬靜 điềm tĩnh	U+975C
淨	TỊNH	2	淨土 tịnh độ · 雅淨 nhã tịnh ·碎淨空別頭脽役尼 tôi tịnh không biết đầu đuôi việc này	U+6DE8
㘉	tít	T	賒㘉 xa tít · 㘉空湯 tít cung thang	[翻] U+3609
𫰅	to	5	𫰅𡘯 to lớn · 𫰅㗂 to tiếng	[異] 𡚡 蘇 U+2BC05
𤍊	tỏ	2	𤏬𤍊 sáng tỏ · 𤍊詳 tỏ tường · 𦝄𤍊 trăng tỏ · 𤍊𤑟 tỏ rõ	[異] 𤏣 U+2434A
蘇	TÔ	2	紫蘇 tử tô · 烏蘇 ô-tô [摱]	[翻] U+8607
𥗹	tô	T	𥗹𦘧 tô vẽ	U+255F9
坥	tổ	T	坥𪀄 tổ chim · 坥𤋾 tổ ấm	[異] 祖 U+5765
祖	TỔ	3	始祖 thuỷ tổ · 祖國 tổ quốc ·祖蔭 tổ ấm	U+7956
組	TỔ	T	組織 tổ chức · 組合 tổ hợp · 改組 cải tổ	U+7D44
素	TỐ	4	要素 yếu tố · 元素 nguyên tố ·素質 tố chất	U+7D20
訴	TỐ	3	訴訟 tố tụng · 追訴 truy tố · 訴告 tố cáo	U+8A34
祚	TỘ	5	阮長祚 Nguyễn Trường Tộ	U+795A
伵	tớ	T	𣹓伵 đầy tớ · 碎伵 tôi tớ	U+4F35
𨌘	toa	T	𨌘車 toa xe	U+28318
鎖	TOẢ	3	封鎖 phong toả	U+9396
𪹟	toả	5	𪹟唏 toả hơi · 𪹟𫥨 toả ra	U+2AE5F
座	TOÀ	2	座案 toà án · 𠬠座茹樓 một toà nhà lầu	U+5EA7
座	TOẠ	2	座談 toạ đàm · 座度 toạ độ	
坐	TOẠ	4	坐禪 toạ thiền · 坐落 toạ lạc	U+5750
碎	TOÁI	1	煩碎 phiền toái	U+788E
碎	tôi	1	衆碎 chúng tôi · 𤤰碎 vua tôi	
碎	tui	1		⇔ 碎 tôi
遂	TOẠI	T	遂願 toại nguyện	U+9042
算	TOÁN	3	併算 tính toán · 清算 thanh toán · 計算 kế toán · 核算 hạch toán	U+7B97
算	toan	3	算併 toan tính · 謀算 mưu toan · 𢥈算 lo toan · 算𠫾 toan đi · 算𫜵 toan làm	
𭍵	toán	T	𭍵軍 toán quân · 𭍵劫 toán cướp	U+2D375
全	TOÀN	1	安全 an toàn · 全捖 toàn vẹn	U+5168
全	tuyền	1	黰全 đen tuyền · 𤽸全 trắng tuyền · 全𱺵𠊛𫅷 tuyền là người già	
𫫥	toang	T	𫫥嚄 toang toác · 𫫥荒 toang hoang · 𢲫𫫥 mở toang · 𫫥嚯 toang hoác	U+2BAE5
𩯀	tóc	T	𦃀𩯀 chải tóc · 𥾘𩯀 sợi tóc · 𠃅𩯀 mái tóc	U+29BC0
速	TỐC	4	加速 gia tốc · 速度 tốc độ · 急速 cấp tốc · 速記 tốc kí	[翻] U+901F
族	TỘC	2	家族 gia tộc · 民族 dân tộc · 外族 ngoại tộc	U+65CF
熣	tôi	T	熣鍊 tôi luyện	U+71A3
最	TỐI	3	最高 tối cao · 最後 tối hậu	U+6700
𣋁	tối	2	𣇜𣋁 buổi tối · 𣋽𣋁 sớm tối · 𣋁吣 tối tăm [𠸨]	U+232C1
摧	TỒI	T	摧殘 tồi tàn	U+6467
罪	TỘI	1	無罪 vô tội · 罪業 tội nghiệp ·被罪 bị tội · 重罪 trọng tội	U+7F6A
𥯒	tơi	T	𪭥𥯒 tả tơi · 𥯒𢱎 tơi bời · 襖𥯒 áo tơi · 冡𥯒 mồng tơi	U+25BD2
𬧐	tới	T	𬧐坭 tới nơi · 𨆢𬧐 lui tới · 旬 𬧐 tuần tới · 𬧐漝 tới tấp	[異] 細 U+2C9D0
𥿂	tom	5	𥿂𢵰得𠃣錢 tom góp được ít tiền · 𥿂𥿂 tom tom [聲]	[翻] U+25FC2
縿	tóm	5	縿𨄠 tóm tắt · 縿徠 tóm lại	U+7E3F
縿	túm	5		⇔ 縿 tóm
𩵽	tôm	T	𩵽𤞻 tôm hùm	U+29D7D
𢟖	tởm	5	𭌲𢟖 ghê tởm	U+227D6
宗	TÔN	2	宗教 tôn giáo	"格讀𧵑「宗 tông」爲𠼤諱時𠸗。 Cách đọc của ""宗 tông"" vì kiêng huý thời xưa. U+5B97"
宗	TÔNG	2	宗廟 tông miếu · 祖宗 tổ tông ·宗派 tông phái	[翻]
宗	tồng	2	宗茙 tồng ngồng [𠸨]	[翻]
孫	TÔN	T	孫女 tôn nữ · 𡥙嫡孫 cháu đích tôn	U+5B6B
尊	TÔN	3	尊重 tôn trọng · 自尊 tự tôn ·尊嚴 tôn nghiêm · 尊榮 tôn vinh · 尊室 Tôn Thất	"「尊 tôn」𥪝「尊室 Tôn Thất」𱺵格𢪏吧格讀𧵑「宗 tông」爲𠼤諱時𠸗。 ""尊 tôn"" trong ""尊室 Tôn Thất"" là cách viết và cách đọc của ""宗 tông"" vì kiêng huý thời xưa. [翻] U+5C0A"
尊	nhôn	3	尊堯 nhôn nhao [𠸨]	
損	TỔN	5	損害 tổn hại · 損耗 tổn hao ·損失 tổn thất · 損傷 tổn thương	U+640D
損	tốn	5	消損 tiêu tốn · 損歉 tốn kém	
存	TỒN	4	生存 sinh tồn · 存在 tồn tại ·保存 bảo tồn · 存亡 tồn vong ·存留 tồn lưu	U+5B58
存	tòn	4	存鎆 tòn ten [𠸨]	
從	TÒNG	5	從軍 tòng quân · 力不從心 lực bất tòng tâm	U+5F9E
從	TÙNG	5	隨從 tuỳ tùng · 服從 phục tùng · 從九品 tùng cửu phẩm ·附從 phụ tùng · 從從 tùng tùng [聲] · 席從 tiệc tùng [𠸨]	
𠵻	tông	5	𠵻樂 tông nhạc [摱] · 𠵻𦭷 tông màu [摱]	U+20D7B
蹤	TÔNG	T	蹤跡 tông tích	U+8E64
蹤	TUNG	T	蹤跡 tung tích	
總	TỔNG	1	總共 tổng cộng · 總統 tổng thống · 總產量 tổng sản lượng	U+7E3D
送	TỐNG	T	護送 hộ tống · 送別 tống biệt ·送餞 tống tiễn	U+9001
卒	TỐT	5	卒業 tốt nghiệp · 士卒 sĩ tốt ·小卒 tiểu tốt · 獄卒 ngục tốt	[翻] U+5352
卒	tốt	5	窒卒 rất tốt · 卒惵 tốt đẹp	[翻]
崒	TỘT	5	崒頂 tột đỉnh	U+5D12
修	TU	2	修士 tu sĩ · 修業 tu nghiệp · 修行 tu hành · 修補 tu bổ	U+4FEE
𣗿	tủ	T	𣗿冷 tủ lạnh · 𣗿冊 tủ sách	U+235FF
秀	TÚ	T	俊秀 tuấn tú · 優秀 ưu tú · 清秀 thanh tú · 秀才 tú tài	[翻] U+79C0
宿	TÚ	T	星宿 tinh tú	U+5BBF
宿	TÚC	T	寄宿舍 kí túc xá · 宿志 túc chí	
繡	TÚ	T	錦繡 cẩm tú	U+7E61
囚	TÙ	3	茹囚 nhà tù · 囚人 tù nhân ·擒囚 cầm tù · 渃囚 nước tù ·坳囚 ao tù · 囚𠘃 tù đọng	U+56DA
酋	TÙ	T	酋長 tù trưởng	U+914B
𧣕	tù	T	𧣕𢯓 tù và	U+278D5
聚	TỤ	3	聚徠 tụ lại · 聚集 tụ tập · 聚血 tụ huyết · 群聚 quần tụ	U+805A
私	TƯ	3	𥢆私 riêng tư · 無私 vô tư · 私爲 tư vị	U+79C1
思	TƯ	2	思慮 tư lự · 思想 tư tưởng · 思維 tư duy	U+601D
思	TỨ	2	意思 ý tứ	
姿	TƯ	3	姿容 tư dung	U+59FF
斯	TƯ	4	波斯 Ba Tư	U+65AF
滋	TƯ	T	滋養 tư dưỡng · 滋味 tư vị	U+6ECB
資	TƯ	1	資本 tư bản · 投資 đầu tư	U+8CC7
死	TỬ	2	不死 bất tử · 生死 sinh tử	U+6B7B
紫	TỬ	T	紫薇 tử vi · 紫外 tử ngoại	U+7D2B
紫	tía	T	𧹻紫 đỏ tía · 紫蘇 tía tô	
紫	tia	T	紫紫 tia tía [𠸨]	⇔ 紫 tía
四	TỨ	3	四方 tứ phương	U+56DB
四	chớ	3	四 chớ	數點𥪝㗂㑝俚𤞼。 Số đếm trong tiếng lóng lái lợn.
四	tư	3	次四 thứ tư · 𠄩𱑕四 hai mươi tư	[異] 𦊛
四	xí	3	四五 xí-ngầu [摱]	
肆	TỨ	T	市肆 thị tứ	U+8086
賜	TỨ	T	恩賜 ân tứ	U+8CDC
祠	TỪ	T	祠堂 từ đường · 翁祠 ông từ	U+7960
徐	TỪ	5	徐徐 từ từ	U+5F90
詞	TỪ	2	詞典 từ điển · 詞語 từ ngữ	U+8A5E
詞	tờ	2	詞報 tờ báo · 紙詞 giấy tờ · 𣼽如詞 lặng như tờ	
慈	TỪ	2	仁慈 nhân từ · 慈善 từ thiện	U+6148
磁	TỪ	5	磁場 từ trường	U+78C1
辭（辞）	TỪ	3	辭別 từ biệt · 辭挃 từ chối · 告辭 cáo từ	U+8FAD (U+8F9E)
寺	TỰ	T	佛寺 Phật tự	U+5BFA
自	TỰ	1	自然 tự nhiên · 自𨉟 tự mình ·自咹 tự ăn · 自欺𱜢 tự khi nào	U+81EA
自	từ	1	自欺 từ khi · 自𫢩 từ nay · 自𠁀 𠸗 từ đời xưa	
似	TỰ	T	相似 tương tự	U+4F3C
似	tựa	T	似如 tựa như	
似	từa	T	似似 từa tựa [𠸨]	⇔ 似 tựa
字	TỰ	4	文字 văn tự · 十字 thập tự · 字典 tự điển	U+5B57
序	TỰ	3	次序 thứ tự · 序言 tự ngôn	U+5E8F
序	tựa	3	題序 đề tựa · 𠳒序 lời tựa	
祀	TỰ	T	祭祀 tế tự	U+7940
敘	TỰ	T	敘事 tự sự · 敘述 tự thuật · 敘情 tự tình	U+6558
嗣	TỰ	5	承嗣 thừa tự	U+55E3
緒	TỰ	T	緒論 tự luận	U+7DD2
𢭸	tựa	5	𢭗𢭸 nương tựa	U+22B78
遵	TUÂN	T	遵守 tuân thủ · 遵行 tuân hành · 遵令 tuân lệnh · 遵蹺 tuân theo	U+9075
俊	TUẤN	T	俊傑 tuấn kiệt · 俊秀 tuấn tú ·英俊 anh tuấn	U+4FCA
駿	TUẤN	T	駿馬 tuấn mã	U+99FF
旬	TUẦN	5	旬禮 tuần lễ · 上旬 thượng tuần · 旬𦝄 tuần trăng	U+65EC
巡	TUẦN	T	𠫾巡 đi tuần · 巡查 tuần tra ·巡邏 tuần la	U+5DE1
循	TUẦN	T	循環 tuần hoàn · 循序 tuần tự	U+5FAA
馴	TUẦN	T	馴鹿 tuần lộc	U+99B4
馴	thuần	T	馴服 thuần phục · 馴養 thuần dưỡng · 馴化 thuần hoá	
足	TÚC	T	補足 bổ túc · 充足 sung túc ·足足 túc túc [聲]	U+8DB3
足	tuộc	T	八足 bạch tuộc	
俗	TỤC	3	俗語 tục ngữ · 風俗 phong tục · 通俗 thông tục	U+4FD7
續	TỤC	T	接續 tiếp tục · 手續 thủ tục ·繼續 kế tục	[翻] U+7E8C
即	TỨC	2	即時 tức thì · 即速 tức tốc · 即 𱺵 tức là	U+5373
𠺒	tức	5	𠺒𢚷 tức giận · 𠺒𣋁 tức tối	U+20E92
歲	TUẾ	2	千歲 thiên tuế · 萬歲 vạn tuế ·歲出 tuế xuất · 歲入 tuế nhập	U+6B72
歲	tuổi	2	𢜠歲 mừng tuổi · 歲春 tuổi xuân · 歲作 tuổi tác [𠸨]	
𢢇	tủi	5	𢢇分 tủi phận · 𢢇𢜜 tủi hổ · 𢢇㘋 tủi hờn · 𢢇身 tủi thân	[異] 𢣃 U+22887
襊	túi	5	襊裙 túi quần	[翻] U+894A
𠏭	tụi	T	𠏭𠎩 tụi bây	U+203ED
綏	TUY	3	綏和 Tuy Hoà	U+7D8F
綏	nối	3	𬗵綏 chắp nối · 綏接 nối tiếp ·綏業 nối nghiệp · 結綏 kết nối	
雖	TUY	4	雖然 tuy nhiên · 雖丕 tuy vậy	U+96D6
粹	TUÝ	4	國粹 quốc tuý · 純粹 thuần tuý · 精粹 tinh tuý	U+7CB9
醉	TUÝ	3	麻醉 ma tuý	U+9189
醉	tuý	3	醉累 tuý luý [𠸨]	
隨	TUỲ	3	隨便 tuỳ tiện · 隨從 tuỳ tùng ·隨機 tuỳ cơ · 隨意 tuỳ ý · 追隨 truy tuỳ	U+96A8
