# 常用标准汉喃字表（2024年版）表2
# 作者：汉喃研究与应用协会（原名：越南汉喃复兴委员会）
# http://www.hannom-rcv.org/NS/bchnctd%20300623.pdf
# 表2共3174字（表1分6级共3975字，两表合计7149字）
#
# 𡨸漢喃	音讀	譬喻	𥱬註

𡨸漢喃	音讀	譬喻	𥱬註
𥑴	ì	𥑴伌 ì ạch	U+25474
𥑴	ĩ	𩆢𥑴 ầm ĩ	
𥺿	ỉa	𥺿沚 ỉa chảy	U+25EBF
𠸯	ỉn	𡅯𠸯 ủn ỉn [聲]	U+20E2F
煙	ín	黑煙 hắc ín [摱]	U+7159
𠸄	inh	𠸄𱔎 inh ỏi	[翻] U+20E04
倚	Ỷ	倚勢 ỷ thế · 倚權 ỷ quyền · 倚賴 ỷ lại	U+501A
倚	ỉ	陰倚 âm ỉ	
椅	Ỷ	丐椅 cái ỷ	U+6905
𧱺	ỷ	𤞼𧱺 lợn ỷ	U+27C7A
薏	Ý	薏苡 ý dĩ	U+858F
𡏉	yến	𠬠𡏉 một yến	單位𢵋 đơn vị đo U+213C9
夭	YỂU	𣩂夭 chết yểu	U+592D
夭	ỉu	夭𱡁 ỉu xìu	[翻]
窈	YỂU	窈窕 yểu điệu	U+7A88
𤄬	ke	䛒𤄬 xạo ke · 𠰘沚𤄬 miệng chảy ke · 性伮𤄬𡗋 tính nó ke lắm	U+2412C
仉	kẻ	仉𢲩 kẻ cắp · 仉讎 kẻ thù	U+4EC9
𢩫	kẻ	𢩫𠬠塘𨱽 kẻ một đường dài	U+22A6B
𦵗	ké	束𦵗 thúc ké	U+26D57
䗁	kè	則䗁 tắc-kè [摱]	U+45C1
𥰇	kè	坡𥰇 bờ kè · 笈𥰇 cặp kè [𠸨] ·瞿𥰇 cò kè [𠸨]	U+25C07
笄	KÊ	及笄 cập kê	U+7B04
嵇	kê	籺嵇 hạt kê	U+5D47
稽	KÊ	檢稽 kiểm kê · 統稽 thống kê ·滑稽 hoạt kê · 稽單𫇿 kê đơn thuốc	U+7A3D
雞	KÊ	𡥵雞 con kê	U+96DE
𠽤	kếch	𠽤𣭃 kếch xù · 𫰅𠽤 to kếch	[翻] U+20F64
𥗌	kệch	粗𥗌 thô kệch · 𥗌慬 kệch cỡm	U+255CC
鐱	kẽm	𡎡鐱 mỏ kẽm · 錢鐱 tiền kẽm	U+9431
摼	ken	摼𠓨 ken vào · 摼徠坡樔 ken lại bờ rào · 𣘃樻𠚐摼𪠗 cây cối mọc ken dày	U+647C
挸	kén	挸譔 kén chọn	U+6338
繭	kén	襖繭 áo kén · 蒐繭 cùi kén	U+7E6D
𥱲	kèn	丐𥱲 cái kèn · 𥱲距 kèn cựa	U+25C72
䌑	kên	䌑簦 kên đăng · 䌑𬌓䉒 kên tấm phên	U+4311
𪅤	kên	𡥵𪅤𪅤 con kên kên	U+2A164
𨪝	kền	𨬈𨪝 mạ kền [摱] · 尼𨪝 ni-ken(kền) [摱]	[翻] U+28A9D
鏗	keng	鈴鏗 leng keng [聲]	U+93D7
𢙼	kễnh	忣𢙼 cập kễnh	U+2267C
𤠃	kễnh	𡥵𤠃 con kễnh · 𤠃䏾 kễnh bụng	U+24803
傹	kệnh	傹傹 kềnh kệnh [𠸨]	U+50B9
傹	kềnh	傹傹 kềnh kệnh [𠸨]	⇔ 傹 kệnh
膠	keo	膠杣 keo sơn · 𣘃膠𦖻象 cây keo tai tượng	U+81A0
𪢤	kẻo	𪢤𦓡 kẻo mà · 𪢤耒 kẻo rồi	U+2A8A4
撟	kèo	杈撟 xà kèo	U+649F
撟	kẹo	撟撟 kèo kẹo [𠸨]	
撟	quéo	𨒺撟 quanh quéo [𠸨]	
𡝔	kép	𡝔喝 kép hát	U+21754
鋏	kẹp	鉗鋏 kìm kẹp · 𥼕鋏 lép kẹp	U+92CF
咭	két	嗗咭 cót két [聲] · 咭鉑 két bạc [摱]	U+54AD
𪆰	két	䴌𪆰 mòng két	U+2A1B0
羯	kết	摩羯 Ma Kết	U+7FAF
羯	oét		𡨸尼主要得使用抵翻音。䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm. Xem Phụ lục. [翻]
杞	KỈ	枸杞 cẩu kỉ	U+675E
杞	khởi	榘杞 củ khởi	
岐	KÌ	三岐 Tam Kì	U+5C90
妓	KĨ	妓女 kĩ nữ	U+5993
𣈒	kìa	𣈜𣈒 ngày kìa	U+23212
𠼻	kìa	𠼻！ Kìa! [嘆]	U+20F3B
𠼻	cơ		⇔ 𠼻 kìa
戟	KÍCH	丐戟 cái kích · 巴戟 ba kích	U+621F
戟	kích	戟𡱩 kích thước · 戟烏蘇 kích ô-tô · 襖𠠚戟 áo xẻ kích	
劇	KỊCH	𡲈劇 vở kịch · 劇本 kịch bản ·劇烈 kịch liệt · 悲劇 bi kịch ·諧劇 hài kịch · 劇𣋜 kịch cợm	U+5287
劇	kình	劇劇 kình kịch [𠸨]	⇔ 劇 kịch
𪆺	kịch	𪀄𪆺 chim kịch	U+2A1BA
臉	KIỂM	盎桃臉 áng đào kiểm	U+81C9
鹼	KIỀM	質鹼 chất kiềm · 鹼土 kiềm thổ · 金類鹼 kim loại kiềm	U+9E7C
犍	KIỀN	目犍連 Mục Kiền Liên	U+728D
榩	kiền	楛榩 gỗ kiền · 榩榩 kiền kiền	U+69A9
鍄	kiềng	蹎鍄 chân kiềng · 𤥑鍄 vòng kiềng · 凭如鍄𠀧蹎 vững như kiềng ba chân	U+9344
𤵹	kiết	𤵹痢 kiết lị	U+24D79
喬	KIỀU	𣱆喬 họ Kiều · 喬富 Kiều Phú	U+55AC
蕎	KIỀU	蕎麥 kiều mạch	U+854E
韭	kiệu	榘韭 củ kiệu	U+97ED
轎	KIỆU	𢷰轎 khiêng kiệu · 轎蠬 kiệu rồng	U+8F4E
虔	kìn	虔虔 kìn kìn [𠸨]	U+8654
𠎠	kỉnh	㤧𠎠 cáu kỉnh · 𰈼𠎠 lỉnh kỉnh	U+203A0
勍	KÌNH	勍𢶢 kình chống · 勍敵 kình địch · 勍僥 kình nhau	U+52CD
鯨	KÌNH	鯨魚 kình ngư · 𣖖鯨 chày kình · 𩵜虎鯨 cá hổ kình	U+9BE8
喼	kíp	喼𫜵𣎀 kíp làm đêm [摱]	U+55BC
桀	kịt	礄桀 kĩu kịt	[翻] U+6840
桀	kìn	桀桀 kìn kịt [𠸨]	⇔ 桀 kịt
礄	kĩu	礄桀 kĩu kịt	[翻] U+7904
柯	KHA	𣱆柯 họ Kha	U+67EF
疴	KHA	沈疴 trầm kha	U+75B4
軻	KHA	孟軻 Mạnh Kha · 荊軻 Kinh Kha	U+8EFB
𠀪	khà	𠀫𠀪 khề khà	U+2002A
楷	KHẢI	楷書 khải thư	U+6977
𤡚	khái	𡥵𤡚 con khái	U+2485A
慨	KHÁI	感慨 cảm khái · 慷慨 khảng khái	U+6168
慨	ngấy	𢥇慨 chán ngấy	
概	KHÁI	氣概 khí khái · 大概 đại khái ·概念 khái niệm · 概括 khái quát	U+6982
𥳐	khay	𥳐茶 khay trà · 𥳐𦺓 khay trầu	U+25CD0
𫫤	khảy	唭𫫤 cười khảy · 吶𫫤 nói khảy	U+2BAE4
堪	KHAM	不堪 bất kham · 堪苦 kham khổ · 可堪 khả kham · 難堪 nan kham · 堪役𥘀 kham việc nặng	U+582A
戡	KHAM	戡亂 kham loạn	U+6221
𠥈	khám	𠓨囚𫥨𠥈 vào tù ra khám	U+20948
龕	KHÁM	丐龕𰨂 cái khám thờ	U+9F95
㘛	khắm	𫫭㘛 khai khắm	U+361B
㘛	khăm	㘛㘛 khăm khắm [𠸨]	⇔ 㘛 khắm
衾	KHÂM	衾殮 khâm liệm	U+887E
撳	khấm	撳可 khấm khá	U+64B3
侃	khản	侃㗂 khản tiếng · 侃𭉪 khản đặc · 𠰩侃 giọng khản	U+4F83
𠰙	khàn	𠰙𦙶 khàn cổ · 𠰙𠰙 khàn khàn	U+20C19
𡁵	khẳn	𡁵𡁵 khăn khẳn [𠸨]	U+21075
𡁵	khăn	𡁵𡁵 khăn khẳn [𠸨]	⇔ 𡁵 khẳn
緊	KHẨN	緊急 khẩn cấp · 緊張 khẩn trương	U+7DCA
糠	KHANG	糟糠 tao khang	U+7CE0
慷	KHẢNG	慷慨 khảng khái	U+6177
𠀖	khạng	𠀖𣡤 khạng nạng [𠸨]	U+20016
卿	KHANH	愛卿 ái khanh · 卿將 khanh tướng · 國務卿 quốc vụ khanh	U+537F
𠾶	khảnh	𤗖𠾶 mảnh khảnh [𠸨]	U+20FB6
𠾶	khỉnh	蔻𠾶 kháu khỉnh · 𠾶𠾶 khinh khỉnh [𠸨] · 𠺱𠾶 khủng khỉnh [𠸨]	
𠾶	khinh	𠾶𠾶 khinh khỉnh [𠸨]	⇔ 𠾶 khỉnh
𠾶	nghỉnh	𠺱𠾶 ngủng nghỉnh [𠸨]	⇔ 𠾶 khỉnh
犒	KHAO	犒賞 khao thưởng · 𢝛犒 khít khao [𠸨]	U+7292
拷	KHẢO	拷問 khảo vấn	U+62F7
𥹬	khảo	餅𥹬 bánh khảo	U+25E6C
𡂀	kháo	𡂀𡀯 kháo chuyện · 𡂀僥 kháo nhau	U+21080
伋	khấp	伋俓 khấp khểnh	[翻] U+4F0B
蔻	KHẤU	豆蔻 đậu khấu	[翻] U+853B
蔻	kháu	蔻𠾶 kháu khỉnh	
𤌳	khê	𩚵𤌳 cơm khê · 饒𤌳 nhiêu khê	U+24333
栔	khế	𣘃栔 cây khế	U+6814
𠀫	khề	𠀫𠀪 khề khà	U+2002B
憩	khệ	憩泥 khệ nệ	U+61A9
慊	khem	𠼤慊 kiêng khem	[翻] U+614A
俓	khểnh	伋俓 khấp khểnh · 㑲俓 nằm khểnh	[翻] U+4FD3
𠀗	khệnh	𠀗𠀖 khệnh khạng [𠸨]	U+20017
𩨼	kheo	𩨼蹎 kheo chân	U+29A3C
撬	khều	撬𢪮 khều móc	U+64AC
崎	KHI	崎嶇 khi khu	U+5D0E
棄	KHÍ	放棄 phóng khí	U+68C4
𠿁	khì	𠿁𠿁 khì khì	U+20FC1
𧪢	khị	誘𧪢 dụ khị	U+27AA2
㓶	khía	㓶𧣲 khía cạnh	U+34F6
欠	KHIẾM	欠缺 khiếm khuyết · 欠雅 khiếm nhã · 欠聽 khiếm thính	U+6B20
牽	KHIÊN	牽強 khiên cưỡng	U+727D
㯠	khiên	丐㯠 cái khiên	U+3BE0
遣	KHIỂN	調遣 điều khiển · 消遣 tiêu khiển	U+9063
遣	khiến	差遣 sai khiến · 吹遣 xui khiến	
𢷰	khiêng	𢷰𱠲 khiêng vác · 𢷰𫆥 khiêng cáng	U+22DF0
𢷰	khênh		⇔ 𢷰 khiêng
竅	KHIẾU	能竅 năng khiếu	U+7AC5
𢝛	khít	𢝛犒 khít khao [𠸨]	[翻] U+2275B
𢝛	khin	𢝛𢝛 khin khít [𠸨]	⇔ 𢝛 khít
喫	khịt	喫𪖫 khịt mũi · 嗗喫 khụt khịt · 列喫 lịt khịt	U+55AB
喫	khìn	喫喫 khìn khịt [𠸨]	⇔ 喫 khịt
𠰋	khiu	肯𠰋 khẳng khiu [𠸨]	[翻] U+20C0B
𠰋	nghiu	肯𠰋 ngẳng nghiu [𠸨]	
𤇌	kho	𬚸𤇌 thịt kho	[異] 𤋹 U+241CC
𠺟	khò	𠺟𠺟 khò khò [𠸨]	U+20E9F
袴	KHỐ	丐袴 cái khố	U+88B4
𠍲	khơ	𠍲楣 Khơ-me (Khmer) [摱] · 𠍲 𩹮 Khơ Mú	[翻] U+20372
𤵕	khờ	𤵕叩 khờ khạo [𠸨] · 傴𤵕 khù khờ · 𠻇𤵕 dại khờ	U+24D55
挎	khoa	挎𢬣𢱖蹎 khoa tay múa chân	U+630E
𬈎	khoả	𬈎蹎朱滌 khoả chân cho sạch · 𢚹𬈎 khuây khoả [𠸨]	U+2C20E
挂	khoải	刻挂 khắc khoải [𠸨]	U+6302
𬜴	khoáy	債𬜴 trái khoáy · 頭伮固𠄩𬜴 đầu nó có hai khoáy	U+2C734
鑧	khoan	𣛠鑧 máy khoan	U+9467
𦨻	khoang	𦨻船 khoang thuyền	[異] 𦪻 U+26A3B
儣	khoắng	拞儣 khua khoắng	U+5123
𭡭	khoát	𭡭𢬣 khoát tay	U+2D86D
𥉯	khoé	𬔽𥉯 mánh khoé · 𧣲𥉯 cạnh khoé · 𥉯眜 khoé mắt	[異] 𠺺 U+2526F
儌	khoẻo	𣱾儌 lẻo khoẻo	U+510C
鈌	khoét	鈌𡓇 khoét lỗ · 鑟鈌 đục khoét	U+920C
恢	KHÔI	恢復 khôi phục	U+6062
盔	KHÔI	盔甲 khôi giáp	U+76D4
傀	KHÔI	奇傀 kì khôi	U+5080
𢐎	khom	𢐎𨉞 khom lưng · 𦡶𢐎 lom khom	U+2240E
𢐎	khum	𦡶𢐎 lum khum [𠸨]	⇔ 𢐎 khom
莰	khóm	莰𣘃 khóm cây	[翻] U+83B0
閫	KHỔN	閨閫 khuê khổn	U+95AB
𢪬	khỏng	挵𢪬 lỏng khỏng [𠸨]	U+22AAC
𢪬	khòng	挵𢪬 lòng khòng [𠸨]	
嶇	KHU	崎嶇 khi khu	U+5D87
𦟏	khu	丐𦟏 cái khu	U+267CF
𤹪	khú	荼𤹪 dưa khú · 𫅷𤹪 già khú	U+24E6A
傴	khù	傴𤵕 khù khờ · 瀘傴 lù khù	U+50B4
傴	khụ	傴傴 khù khụ [𠸨]	⇔ 傴 khù
啹	khừ	吃啹 khật khừ · 𡃖啹 lừ khừ ·許𢡠啹 hứa chắc khừ · 學勁啹 học cứng khừ	U+5579
拞	khua	拞儣 khua khoắng · 拞𠃅棹 khua mái chèo	U+62DE
𪲀	khua	𪲀𥶄 khua nón	U+2AC80
佉	khứa	佉老 khứa lão · 客佉 khách khứa · 懇佉 khấn khứa [𠸨]	U+4F49
㹤	khựa	艚㹤 tàu khựa	U+3E64
𢚹	khuây	解𢚹 giải khuây · 𢚹𬈎 khuây khoả [𠸨]	U+226B9
捃	khuân	捃𱠲 khuân vác	U+6343
𪲇	khúc	蔞𪲇 rau khúc · 餅𪲇 bánh khúc	U+2AC87
𪲇	cúc		⇔ 𪲇 khúc
㖆	khục	㖆咯 khục khặc	U+3586
閨	KHUÊ	閨閣 khuê các · 閨房 khuê phòng	U+95A8
擴	KHUẾCH	擴大 khuếch đại · 擴散 khuếch tán · 擴張 khuếch trương	U+64F4
擴	huếch	擴嚯 huếch hoác [𠸨]	
啟	khui	啟𫥨 khui ra · 啟𥑂𨢇 khui chai rượu	[翻] U+555F
𧜴	khuy	𧜴襖 khuy áo · 𧜴裙 khuy quần	U+27734
圈	KHUYÊN	圈𦖻 khuyên tai	U+5708
圈	QUYỂN	氣圈 khí quyển	
𣎣	khuỷu	𣎣𢬣 khuỷu tay	U+233A3
穹	khum	穹穹 khum khum	U+7A79
𨆃	khúm	𨆃埝 khúm núm	[翻] U+28183
𠺱	khủng	𠺱𠾶 khủng khỉnh [𠸨]	U+20EB1
𠺱	ngủng	𠺱𠾶 ngủng nghỉnh [𠸨]	⇔ 𠺱 khủng
𰜀	khừng	淩𰜀 lừng khừng [𠸨]	U+30700
掯	khựng	𤗆役調掯徠 mọi việc đều khựng lại · 當𠫾唪掯徠 đang đi bỗng khựng lại	U+63AF
羌	KHƯƠNG	𠊛羌 người Khương	U+7F8C
姜	KHƯƠNG	𣱆姜 họ Khương	U+59DC
𢓋	khưỡng	吃𢓋 khật khưỡng	U+224CB
肐	khướt	醝肐 say khướt	U+8090
嗅	KHỨU	嗅覺 khứu giác · 嗅官 khứu quan	U+55C5
騾	la	𡥵騾 con la	U+9A3E
囉	LA	嘍囉 lâu la	U+56C9
囉	la	囉𡓃 la lối · 囉𠻵 la mắng · 囉鵶 la ó	
鑼	LA	鐋鑼 thanh la	U+947C
𪫦	lả	殀𪫦 ẻo lả · 𪫦𪭥 lả tả	U+2AAE6
𪡉	lã	渃𪡉 nước lã	U+2A849
𥋷	lác	𥋷眜 lác mắt	U+252F7
櫟	lác	𦹯櫟 cỏ lác	U+6ADF
鴼	lạc	𪀄鴼 chim lạc	U+9D3C
釛	lắc	𬌓釛 tấm lắc	U+91DB
肋	LẶC	雞肋 kê lặc	U+808B
肋	lặc	肋嚟 lặc lè	
勒	LẶC	彌勒 Di Lặc · 縣玉勒 Huyện Ngọc Lặc	U+52D2
勒	lắc	得勒 Đắk Lắk (Đắc Lắc)	𡨸尼得讀如格發音尼只𥪝名詞𥢆尼。 Chữ này được đọc như cách phát âm này chỉ trong danh từ riêng này.
𥷒	lách	𦰤𥷒 lau lách	U+25DD2
𫇀	lách	蘿𫇀 lá lách	U+2B1C0
𤃝	lạch	𤃝瀧 lạch sông	U+240DD
𤃝	rịch	濁𤃝 rục rịch [𠸨]	
棶（梾）	lai	𣘃棶 cây lai	U+68F6 (U+68BE)
賚	lãi	利賚 lời lãi · 賚率 lãi suất	U+8CDA
𧕬（𧕬󠄁）	lãi	𡥵𧕬 con lãi	U+2756C (U+2756C U+E0101)
攭	lảy	𠊝攭 thay lảy [𠸨]	U+652D
𠸨	láy	𠸨眜 láy mắt · 詞𠸨 từ láy	U+20E28
𠸨	lay	𠸨𠸨 lay láy [𠸨]	⇔ 𠸨 láy
𪭼	lẩy	𪭼𤔻𢬣 lẩy móng tay · 憞𪭼㔥 run lẩy bẩy	U+2AB7C
浰	lầy	湓浰 bùn lầy · 蹉浰 sa lầy · 浰洡 lầy lội	U+6D70
𢹿（𢬦）	lẫy	𠀧𣎃別𢹿 ba tháng biết lẫy · 𢯒 𢹿 bóp lẫy	U+22E7F (U+22B26)
婪	LAM	貪婪 tham lam	U+5A6A
嵐	LAM	嵐瘴 lam chướng	U+5D50
糮	lam	𩚵糮 cơm lam	U+7CEE
淋	LÂM	淋漓 lâm li	U+6DCB
霖	lâm	霖𩂐 lâm dâm	U+9716
壈	lấm	壈湓 lấm bùn · 壈濂 lấm lem	U+58C8
凜	lẫm	凜冽 lẫm liệt	U+51DC
廩	lẫm	廩𥟉 lẫm thóc	U+5EE9
𨈇	lẫm	𨓐𨈇 lạ lẫm · 𨈇𧿒 lẫm chẫm [𠸨]	U+28207
爛	LẠN	燦爛 xán lạn	U+721B
𤶾	lằn	浽𤶾 nổi lằn · 𤶾檑 lằn roi	U+24DBE
䗲	lằn	蜄䗲 thằn lằn	U+45F2
僯	lân	𦤾僯 đến lân · 割僯僥擱 cắt lân nhau gác	U+50EF
撛	lân	消撛𠓨𲂪 tiêu lân vào vốn · 合撛 𨖅𣇜𣊿 họp lân sang buổi chiều	U+649B
麟	LÂN	麒麟 kì lân	[翻] U+9E9F
𫉱	lang	𫉱𤶒󠄁 lang ben · 𡥵𤙭𫉱 con bò lang	U+2B271
踉	lảng	踉踉 lang lảng [𠸨]	U+8E09
踉	lang	踉踉 lang lảng [𠸨]	⇔ 踉 lảng
啢	lạng	啢楛 lạng gỗ	U+5562
鯪	lăng	𩵜鯪 cá lăng	U+9BEA
㖫	lằng	㖫嚷 lằng nhằng [𠸨]	U+35AB
㖫	rưng	𢜠㖫渃眜 mừng rưng nước mắt · 㖫㖫渃眜 rưng rưng nước mắt	
䗀	lằng	𧋆䗀 ruồi lằng	U+45C0
𬕨	lẵng	𬕨花 lẵng hoa	U+2C568
欞	lanh	𣘃欞 cây lanh [摱]	U+6B1E
𪽏	lảnh	𪽏𪽏 lanh lảnh [𠸨]	U+2AF4F
𪽏	lanh	𪽏𪽏 lanh lảnh [𠸨]	⇔ 𪽏 lảnh
𪸝	lánh	𬊊𪸝 lóng lánh [𠸨]	U+2AE1D
𪸝	nhánh	𬊊𪸝 nhóng nhánh [𠸨]	
嶗	lao	岣嶗 cù lao	U+5D97
癆（痨）	LAO	病癆 bệnh lao	U+7646 (U+75E8)
㧯	lảo	㧯倒 lảo đảo · 傠㧯 thảo lảo	U+39EF
澇	LẠO	水澇 thuỷ lạo	U+6F87
澇	lạo	澇䛒 lạo xạo [𠸨] · 磟澇 lục lạo · 𪵅澇 lộn lạo	
啦	láp	𦧷啦 liếm láp · 吶噃啦 nói bá láp	U+5566
粒	LẠP	粒體 lạp thể	U+7C92
蠟	LẠP	白蠟 bạch lạp	U+881F
蠟	sáp	粉蠟 phấn sáp · 蠟螉 sáp ong	
𬅀	lát	楛𬅀 gỗ lát	U+2C140
𥶁	lạt	𧵑𠊛菩薩、𧵑𨉟𥶁𫃚 của người Bồ tát, của mình lạt buộc	U+25D81
搮	lắt	搮嘹 lắt léo · 搮𣱾 lắt lẻo · 搮摛 lắt lay · 㨋搮𧴱 trả lắt nợ	U+642E
㗚	lất	秩㗚 trật lất	[翻] U+35DA
㗚	rật	𠻤㗚 rần rật [𠸨]	
嗍	láu	嗍𰈼 láu lỉnh · 嗹嗍 liến láu	U+55CD
嗍	lau	嗍嗍 lau láu [𠸨]	⇔ 嗍 láu
恅	làu	恅恅 làu làu · 恅垉 làu bàu [𠸨]	U+6045
瘺	lậu	病瘺 bệnh lậu	U+763A
𠻗	le	雙𠻗 song le · 惏𠻗 lăm le [𠸨]	U+20ED7
𠻗	nhe	惏𠻗 nhăm nhe [𠸨]	
𪅆	le	𪀄𪅆𪅆 chim le le	U+2A146
嚟	lè	嚟𦧜 lè lưỡi · 嚟𪷗 lè tè · 青嚟 xanh lè	U+569F
藜	LÊ	藿藜 hoắc lê	U+85DC
𣠲（𣑶）	lể	計𣠲 kể lể · 𣠲荄 lể gai	U+23832 (U+23476)
荔	LỆ	荔枝 lệ chi · 薜荔 bệ lệ	U+8354
勵（励）	LỆ	激勵 khích lệ	U+52F5 (U+52B1)
隸	LỆ	隸屬 lệ thuộc · 奴隸 nô lệ	U+96B8
𨘸	lếch	𨘸逖 lếch thếch	U+28638
𩽏	lệch	𩵜𩽏 cá lệch	U+29F4F
𩽏	lịch		⇔ 𩽏 lệch
𩽏	nhệch		⇔ 𩽏 lệch
濂	lem	濂溽 lem luốc · 濂濂 lem nhem [𠸨]	U+6FC2
濂	nhem	𤆹濂 nhá nhem · 濂溽 nhem nhuốc · 濂濂 lem nhem [𠸨] · 𤷳濂 nhom nhem [𠸨]	⇔ 濂 lem
𡄥	lẻm	𡄥𡄥 lem lẻm [𠸨]	U+21125
𡄥	lem		⇔ 𡄥 lẻm
蘝	lém	蘝𰈼 lém lỉnh [𠸨]	U+861D
蘝	lem	蘝蘝 lem lém [𠸨]	⇔ 蘝 lém
歛	lẹm	歛肣 lẹm cằm · 銫歛 sắc lẹm	U+6B5B
縺	len	襖縺 áo len [摱]	[翻] U+7E3A
𨇍	lẻn	拮𨇍 cất lẻn · 𨇍圇 lẻn tròn	U+281CD
𨇍	lén	𨇍𨇍 len lén [𠸨]	
𨇍	len	𨇍𨇍 len lén [𠸨]	⇔ 𨇍 lén
𢤠	lẽn	惼𢤠 bẽn lẽn [𠸨]	U+22920
鈴	leng	鈴鏗 leng keng [聲] · 鈴鋲 leng beng	U+9234
𩻻	leo	𩵜𩻻 cá leo	U+29EFB
𣱾	lẻo	挵𣱾 lỏng lẻo · 𣱾𣱾 leo lẻo [𠸨] · 𠼽𣱾 mách lẻo · 搮𣱾 lắt lẻo · 㓭𣱾 hớt lẻo · 𣱾𠵐 lẻo mép	U+23C7E
𣱾	leo	𣱾𣱾 leo lẻo [𠸨]	⇔ 𣱾 lẻo
膫	lèo	渃膫 nước lèo	U+81AB
瞭	lẹo	瞭眜 lẹo mắt · 荎瞭 chuối lẹo · 𧐖瞭 lươn lẹo [𠸨] · 瞭俏 lẹo tẹo [𠸨]	U+77AD
𥼕	lép	𥼕鋏 lép kẹp	[翻] U+25F15
𥉬	lét	蹽𥉬 leo lét	[翻] U+2526C
𥉬	len	𥉬𥉬 len lét [𠸨]	⇔ 𥉬 lét
哷	lẹt	𤋸哷 khét lẹt	U+54F7
𨀺	lết	𠠍𨀺 lê lết	U+2803A
咧	lệt	咧𡋾 lệt bệt · 咧𣻂 lệt sệt [𠸨]	U+54A7
𡃔	lêu	𡃔！ lêu! [嘆] · 𡃔𭍌 lêu lổng ·被各伴𡃔爲𥄬洏 bị các bạn lêu vì ngủ nhè	U+210D4
漓	LI	淋漓 lâm li	U+6F13
罹	LI	罹難 li nạn	U+7F79
唎	lì	唎呾 lì lợm · 𡍚唎 lầm lì · 𥗁唎 trơ lì · 塝唎 phẳng lì	U+550E
痢	LỊ	病痢 bệnh lị · 𤵹痢 kiết lị	U+75E2
攡	lia	捿攡 thia lia · 攡攡 lia lịa · 攡 𤗖𡊳𬺗坳 lia mảnh sành xuống ao	U+6521
攡	lịa	攡攡 lia lịa	
𥆁	liếc	𥆁䀡 liếc xem · 𥆁眜 liếc mắt · 𥆁刀 liếc dao	U+25181
鐮	LIÊM	鉤鐮 câu liêm	U+942E
鐮	liềm	𦧜鐮 lưỡi liềm · 伓𦹯憑鐮 bứt cỏ bằng liềm	
𦧷	liếm	𦧷啦 liếm láp · 𦧷𠵐 liếm mép	U+269F7
殮	LIỆM	衾殮 khâm liệm · 殮𠊛 liệm người · 入殮 nhập liệm	U+6BAE
殮	lịm	𡴯殮 ngất lịm	
嗹	liến	嗹𠶤 liến thoắng · 嗹嗍 liến láu · 嗹𤠲 liến khỉ · 僶𡮣嗹 thằng bé liến	U+55F9
璉	LIỄN	璉𩚵 liễn cơm · 璉𡊳 liễn sành	U+7489
𩙳	liệng	𢒎𩙳 bay liệng · 𩙳𥒥 liệng đá · 𦑃燕𩙳𤥑 cánh én liệng vòng	U+29673
䉭	liếp	䉭攝 liếp nhiếp [𠸨]	U+426D
𩷈	liệt	𩵜𩷈 cá liệt	U+29DC8
𬏩	liệt	痺𬏩 tê liệt · 敗𬏩 bại liệt	U+2C3E9
寥	LIÊU	寂寥 tịch liêu	U+5BE5
了	LIỄU	結了 kết liễu	U+4E86
蛉	LINH	螟蛉 minh linh	U+86C9
𰈼	lỉnh	嗍𰈼 láu lỉnh · 蘝𰈼 lém lỉnh · 𰈼𠎠 lỉnh kỉnh	U+3023C
𥘃	lình	𥓉𥘃 thình lình [𠸨]	U+25603
𡊻	lít	𡊻𱎰 lít nhít [𠸨] · 𠬠𡊻 một lít [摱] · 眉璃𡊻 mi-li-lít [摱]	[翻] U+212BB
𥌧	ló	垃𥌧 lấp ló · 𥌧樣 ló dạng · 𥌧眜𫥨 ló mắt ra	U+25327
𡀔	lọ	𡀔𱺵 lọ là	U+21014
倮	lô	𠊛倮倮 người Lô Lô	U+502E
瀂	lổ	𰺽瀂 loang lổ · 𥘷𡥵於瀂 trẻ con ở lổ	U+7002
魯	LỖ	粗魯 thô lỗ	U+9B6F
賂	LỘ	賄賂 hối lộ	U+8CC2
路	LỘ	國路 quốc lộ · 路程 lộ trình ·路面 lộ diện	U+8DEF
路	lồ	孔路 khổng lồ	
路	trộ	瞪路 trừng trộ [𠸨]	
𡋿	lở	𥒮𡋿 vỡ lở · 𡐙𡋿 đất lở	U+212FF
籚（𰩲）	lờ	抯籚 thả lờ	U+7C5A (U+30A72)
𠐳（𠐳󠄁）	lợ	𠐳𠐳 lờ lợ [𠸨] · 榘茄𡳝尼𠐳 củ cà-rốt này lợ	U+20433 (U+20433 U+E0101)
𠐳（𠐳󠄁）	lờ	𠐳𠐳 lờ lợ [𠸨]	⇔ 𠐳 lợ
螺	LOA	噲螺 gọi loa · 丐螺 cái loa	U+87BA
𤆷	loá	𤆷眜 loá mắt · 熶𤆷 chói loá	U+241B7
夥	loã	同夥 đồng loã	U+5925
𤁖	loã	𤁖𧖱 loã máu · 𤁖渃 loã nước	U+24056
𠯿	loạc	𠯿𠺷 loạc choạc [𠸨]	U+20BFF
𠯿	lóc	𠯿唂 lóc cóc [聲] · 哭𠯿 khóc lóc [𠸨]	
