# 常用标准汉喃字表
# 作者：汉喃研究与应用协会（原名：越南汉喃复兴委员会）
# 共7164字（读音不同等，部分字分立多条，合计8928条）
# https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html
# 𡨸漢喃	音讀	Unicode	𥱬註	譬喻

忤	ngổ	U+5FE4		忤獓 ngổ ngáo
午	NGỌ	U+5348		𣇞午 giờ Ngọ · 午𠰻 ngọ nguậy [𠸨]
𠽐	ngớ	U+20F50		𠽐慬 ngớ ngẩn
㘈（𱒇）	ngờ	U+3608 U+31487	[異] 疑	㘈掝 ngờ vực · 不㘈 bất ngờ · 疑㘈 nghi ngờ
𢣸	ngỡ	U+228F8		𠳝𢣸 bỡ ngỡ · 𢣸𠵫 ngỡ ngàng
唔	ngộ	U+5514		唔頸 ngộ nghĩnh [𠸨] · 唔唔 ngồ ngộ [𠸨]
悟	NGỘ	U+609F		覺悟 giác ngộ · 醒悟 tỉnh ngộ
晤	NGỘ	U+6664		會晤 hội ngộ
遇	NGỘ	U+9047		境遇 cảnh ngộ · 待遇 đãi ngộ
誤	NGỘ	U+8AA4		誤認 ngộ nhận
㘈（𱒇）	ngợ	U+3608 U+31487	⇔ 㘈 ngờ	㘈㘈 ngờ ngợ [𠸨]
訛	ngoa	U+8A1B		吶訛 nói ngoa · 刁訛 điêu ngoa
擭	ngoác	U+64ED	⇔ 擭 quạc	㨯擭 nguếch ngoác [𠸨]
鈺	ngoắc	U+923A		鈺𢬣 ngoắc tay
擭	ngoạc	U+64ED	⇔ 擭 quạc	㨯擭 nguệch ngoạc [𠸨]
𢫛	ngoặc	U+22ADB		𨁪𢫛夾 dấu ngoặc kép
㨯	ngoạch	U+3A2F	⇔ 㨯 quệch	㨯擭 ngoạch ngoạc [𠸨]
𠱓	ngoai	U+20C53		𢢯𠱓 nguôi ngoai [𠸨]
𢫑	ngoái	U+22AD1		𢆥𢫑 năm ngoái
外	ngoài	U+5916		邊外 bên ngoài · 外𫥨 ngoài ra
迯	ngoải	U+8FEF		𥔲迯 ngắc ngoải
外	NGOẠI	U+5916		婆外 bà ngoại · 外交 ngoại giao · 對外 đối ngoại
𠲺	ngoam	U+20CBA	⇔ 𠲺 ngoáp	𠲺𠲺 ngoam ngoáp [𠸨]
含	ngoàm	U+542B		岩含 ngồm ngoàm [𠸨]
𠶃	ngoạm	U+20D83		𠶃𥙩 ngoạm lấy · 㹥𠶃𩩫 chó ngoạm xương
頑	NGOAN	U+9811		頑固 ngoan cố · 頑強 ngoan cường
𠺿	ngoan	U+20EBF		𠺿𠺿 ngoan ngoãn [𠸨] · 𠺿道 ngoan đạo
𠺿	ngoãn	U+20EBF		𠺿𠺿 ngoan ngoãn [𠸨]
蚖	ngoằn	U+8696		蚖蟯 ngoằn ngoèo [𠸨]
𠰂	ngoẳn	U+20C02		𠽓𠰂 ngủn ngoẳn [𠸨]
玩	NGOẠN	U+73A9		玩目 ngoạn mục · 古玩 cổ ngoạn · 玩月 ngoạn nguyệt
𱒌	ngoang	U+3148C	⇔ 𱒌 ngoảng	𱒌𱒌 ngoang ngoảng [𠸨]
弘	ngoằng	U+5F18		啷弘 loằng ngoằng [𠸨]
𱒌	ngoảng	U+3148C		𱒌𱒌 ngoang ngoảng [𠸨]
𥋓	ngoảnh	U+252D3		𥋓徠 ngoảnh lại · 𥋓𩈘 ngoảnh mặt
𠲺	ngoáp	U+20CBA		𠲺𠲺 ngoam ngoáp [𠸨]
𭨦	ngoắt	U+2DA26		𭨦僥 ngoắt ngoéo [𠸨]
𣌴	ngoặt	U+23334		𨀈𣌴 bước ngoặt
𭡏	ngoay	U+2D84F	⇔ 𭡏 ngoảy	𭡏𭡏 ngoay ngoảy [𠸨]
𨀑	ngoáy	U+28011		𨀑脽 ngoáy đuôi · 𥄭𨀑 ngó ngoáy [𠸨]
𭡏	ngoảy	U+2D84F	⇔ 𭡏 nguẩy	澿𭡏 ngấm ngoảy [𠸨]
𠰻	ngoạy	U+20C3B	⇔ 𠰻 nguậy	午𠰻 ngọ ngoạy [𠸨]
逧	ngóc	U+9027		逧𡿃 ngóc ngách · 逧頭 ngóc đầu
呆	ngốc	U+5446		愚呆 ngu ngốc
玉	NGỌC	U+7389	[翻]	𡉕玉 hòn ngọc · 珠玉 châu ngọc · 玉蘭 ngọc lan · 玉女 ngọc nữ
𣔣	ngộc	U+23523		𣔣𪭄 ngộc nghệch [𠸨]
㧪	ngoe	U+39EA		㧪𭡏 ngoe nguẩy · 𢫸㧪 ngo ngoe · 㧪脽 ngoe đuôi
蛫	ngoe	U+86EB	⇔ 蛫 ngoé	蛫蛫 ngoe ngoé [𠸨]
蛫	ngoé	U+86EB		蛫蛫 ngoe ngoé [𠸨]
㘙	ngoem	U+3619	⇔ 㘙 ngoém	㘙㘙 ngoem ngoém [𠸨]
㘙	ngoém	U+3619		㘙㘙 ngoem ngoém [𠸨]
𠰂	ngoen	U+20C02	⇔ 𠰂 ngoẻn	𠰂𠰂 ngoen ngoẻn [𠸨]
𠰂	ngoẻn	U+20C02		𠰂𠰂 ngoen ngoẻn [𠸨]
僥	ngoéo	U+50E5		𭨦僥 ngoắt ngoéo [𠸨]
蟯	ngoèo	U+87EF		蚖蟯 ngoằn ngoèo [𠸨]
蹺	ngoẹo	U+8E7A		𣌴蹺 ngoặt ngoẹo [𠸨]
㳉	ngoét	U+3CC9		訛㳉 ngoa ngoét
𢶼	ngoi	U+22DBC		𢶼𠲺 ngoi ngóp · 𢶼𧻭 ngoi dậy
𤬪	ngói	U+24B2A	[翻]	坧𤬪 gạch ngói
𩿺	ngói	U+29FFA		𪀄𩿺 chim ngói
𤀖	ngòi	U+24016		瀧𤀖 sông ngòi
𣰏	ngòi	U+23C0F		𣰏筆 ngòi bút
𡾵	ngôi	U+21FB5		𬨠𡾵 lên ngôi · 𡾵茹 ngôi nhà · 𡾵𣇟 ngôi sao · 𥘶塘𡾵 rẽ đường ngôi
𱖗	ngồi	U+31597	[異] 𡎢 𡎥 𡎦	𱖗𬺗 ngồi xuống · 𱖗踮 ngồi xổm
𢯕	ngơi	U+22BD5		儗𢯕 nghỉ ngơi
𤊢	ngời	U+242A2		𤏬𤊢 sáng ngời
𠿿（𠿿󠄁）	ngợi	U+20FFF U+20FFF U+E0101	[翻]	歌𠿿 ca ngợi
泔	ngòm	U+6CD4		黰泔 đen ngòm · 泔泔 ngòm ngòm [𠸨]
岩	ngồm	U+5CA9		岩含 ngồm ngoàm [𠸨]
𦛽	ngỏm	U+266FD		𥿂𦛽 tom ngỏm [𠸨]
𥆹	ngơm	U+251B9	⇔ 𥆹 ngớp	𥆹𥆹 ngơm ngớp [𠸨]
嚴	ngổm	U+56B4		覽嚴 lổm ngổm [𠸨]
𤼔	ngợm	U+24F14		𠊛𤼔 người ngợm · 逆𤼔 nghịch ngợm
㐳	ngon	U+3433	⇔ 㐳 ngót	㐳㐳 ngon ngót [𠸨]
𤯆	ngon	U+24BC6	[異] 唁	𤯆咹 ngon ăn
𢭫	ngón	U+22B6B		𢭫𢬣 ngón tay
𤮾	ngòn	U+24BBE	⇔ 𤮾 ngọt	𤮾𤮾 ngòn ngọt [𠸨]
𪐬	ngòn	U+2A42C		黰𪐬 đen ngòn · 𧹻𪐬 đỏ ngòn · 𪐬𦙴 ngòn chỏ
言	NGÔN	U+8A00	[翻]	寓言 ngụ ngôn · 言語 ngôn ngữ · 語言 ngữ ngôn · 七言 thất ngôn
滾	ngôn	U+6EFE	⇔ 滾 ngổn	滾滾 ngôn ngổn [𠸨]
𠽓	ngốn	U+20F53		𠽓𣿃 ngốn ngấu [𠸨]
𬢞	ngồn	U+2C89E	⇔ 𬢞 ngộn	𬢞𬢞 ngồn ngộn [𠸨]
𠯪	ngơn	U+20BEA	⇔ 𠯪 ngớt	𠯪𠯪 ngơn ngớt [𠸨]
滾	ngổn	U+6EFE		滾卬 ngổn ngang
𦰟	ngọn	U+26C1F		𦰟畑 ngọn đèn · 𦰟𣘃 ngọn cây · 𦰟源 ngọn nguồn
𢞆	ngớn	U+22786		㧴𢞆 ngả ngớn [𠸨]
𬢞	ngộn	U+2C89E		𬢞𬢞 ngồn ngộn [𠸨]
𥍎	ngong	U+2534E	⇔ 𥍎 ngóng	𥍎𥍎 ngong ngóng [𠸨]
𥍎	ngóng	U+2534E		𥍎矓 ngóng trông
隅	ngòng	U+9685		隅蟯 ngòng ngoèo [𠸨]
顒	ngông	U+9852		顒狂 ngông cuồng
拱	ngõng	U+62F1		扢拱 ngặt ngõng [𠸨]
茙	ngồng	U+8319		茙茙 ngồng ngồng [𠸨]
嗊	ngỗng	U+55CA	[翻]	藝嗊 nghề ngỗng [𠸨]
𪄌	ngỗng	U+2A10C		𪃛𪄌 ngan ngỗng
𡅑	ngọng	U+21151		吶𡅑 nói ngọng · 𡅑憢 ngọng nghịu [𠸨]
𠲺	ngóp	U+20CBA		𢶼𠲺 ngoi ngóp
𥆹	ngớp	U+251B9		𥆹𥆹 ngơm ngớp [𠸨]
𢚼	ngợp	U+226BC		𤶜𢚼 choáng ngợp · 𢚼𡗶 ngợp trời
㐳	ngót	U+3433		㐳㳉 ngót ngoét · 𱑛㐳 trứng ngót · 㐳𠬠世紀 ngót một thế kỉ
𦬂	ngót	U+26B02		𫈨𦬂 ráy ngót · 蔞𦬂 rau ngót
𤮾	ngọt	U+24BBE		餅𤮾 bánh ngọt · 𤮾𢳆 ngọt ngào [𠸨] · 𤮾噶 ngọt gắt [𠸨]
𠯪	ngớt	U+20BEA		𠯪𢚷 ngớt giận · 𠯪𩄎 ngớt mưa
兀	NGỘT	U+5140	[翻]	突兀 đột ngột
𠮾	ngột	U+20BBE		𠮾唏 ngột hơi · 𠮾𠿸 ngột ngạt [𠸨]
愚	NGU	U+611A		愚民 ngu dân · 愚蠢 ngu xuẩn · 愚鈍 ngu độn
哦	ngú	U+54E6		哦𠽐 ngú ngớ [𠸨]
𬗙	ngù	U+2C5D9		𬗙㘈 ngù ngờ [𠸨]
五	NGŨ	U+4E94		五果 ngũ quả · 五官 ngũ quan · 五穀 ngũ cốc · 五角 ngũ giác · 五音 ngũ âm · 𨁟五 ngã ngũ
伍	NGŨ	U+4F0D		軍伍 quân ngũ · 入伍 nhập ngũ · 行伍 hàng ngũ
𥄬	ngủ	U+2512C		房𥄬 phòng ngủ · 𢞂𥄬 buồn ngủ · 𥄬𧻭 ngủ dậy
魚	NGƯ	U+9B5A		鮑魚 bào ngư
漁	NGƯ	U+6F01		漁翁 ngư ông · 漁業 ngư nghiệp
寓	NGỤ	U+5BD3	[翻]	寓言 ngụ ngôn · 寓意 ngụ ý · 住寓 trú ngụ
語	ngứ	U+8A9E		𥔲語 ngắc ngứ
𣊘	ngừ	U+23298		垠𣊘 ngần ngừ
俉	ngữ	U+4FC9		俉𧘇𫜵咹之得 ngữ ấy làm ăn gì được
敔	ngữ	U+6554		咹消固敔 ăn tiêu có ngữ
語	NGỮ	U+8A9E		言語 ngôn ngữ · 外語 ngoại ngữ · 語法 ngữ pháp · 國語 quốc ngữ
禦	ngữ	U+79A6		按禦 án ngữ
馭	NGỰ	U+99AD		駕馭 giá ngự
御	NGỰ	U+5FA1	[翻]	御醫 ngự y · 御駕 ngự giá · 御苑 ngự uyển · 御筆 ngự bút
禦	NGỰ	U+79A6		防禦 phòng ngự
湡	ngụa	U+6E61		汲湡 ngập ngụa [𠸨]
𤻭	ngứa	U+24EED		𤻭𠵨 ngứa ngáy [𠸨] · 𤻭蹎 ngứa chân · 𤻭藝 ngứa nghề
禦	ngừa	U+79A6	[異] 𢳶	拫禦 ngăn ngừa · 防禦 phòng ngừa
𡂂	ngửa	U+21082	[異] 語 𠑕	𱎸𡂂 nghiêng ngửa
馭	ngựa	U+99AD		𡥵馭 con ngựa · 鞍馭 yên ngựa
𭡏	nguây	U+2D84F		𭡏𭡏 nguây nguẩy
𭡏	nguẩy	U+2D84F		𭡏𭡏 nguây nguẩy · 𭡏頭辭挃 nguẩy đầu từ chối
𠰻	nguậy	U+20C3B		午𠰻 ngọ nguậy [𠸨]
㑋	ngúc	U+344B		㑋𥔲 ngúc ngắc
獄	NGỤC	U+7344	[翻]	獄𣋁 ngục tối · 地獄 địa ngục
𦙏	ngực	U+2664F	[翻]	籠𦙏 lồng ngực · 襖𦙏 áo ngực
㨯	nguếch	U+3A2F	⇔ 㨯 quệch	㨯擭 nguếch ngoác [𠸨]
㨯	nguệch	U+3A2F	⇔ 㨯 quệch	㨯擭 nguệch ngoạc [𠸨]
𠿯	ngùi	U+20FEF		唅𠿯 ngậm ngùi · 𠿯𠿯 ngùi ngùi
哎	ngủi	U+54CE	[翻]	𠦯哎 ngắn ngủi [𠸨]
𬹯	ngửi	U+2CE6F		𬹯𧡊 ngửi thấy · 𭊪𬹯 hít ngửi · 𬹯苿 ngửi mùi
喁	ngụm	U+5581	[翻]	𠬠喁渃 một ngụm nước
𤉘	ngún	U+24258	[翻]	𤉘焒 ngún lửa
𤈡	ngùn	U+24221	⇔ 𤈡 ngụt	𤈡𤈡 ngùn ngụt [𠸨]
𠽓	ngủn	U+20F53		𠽓𠰂 ngủn ngoẳn [𠸨]
𤸒	ngúng	U+24E12		𤸒𭡏 ngúng nguẩy [𠸨]
㥥	ngùng	U+3965	[翻]	懝㥥 ngại ngùng
𠺱	ngủng	U+20EB1	⇔ 𠺱 khủng	𠺱𠾶 ngủng nghỉnh [𠸨]
凝（𱐁）	NGƯNG	U+51DD U+31401	[翻]	凝𠘃 ngưng đọng · 凝滯 ngưng trệ
凝（𱐁）	ngừng	U+51DD U+31401	[翻]	空凝 không ngừng · 汲凝 ngập ngừng [𠸨]
仰	ngửng	U+4EF0		仰𩈘 ngửng mặt · 仰𦙶 ngửng cổ
𥈴	ngước	U+25234		𥈴眜 ngước mắt · 𥈴𬨠 ngước lên
虐	NGƯỢC	U+8650		虐待 ngược đãi · 暴虐 bạo ngược
逆	ngược	U+9006		忤逆 ngỗ ngược · 逆徠 ngược lại · 逆向 ngược hướng
𢢯	nguôi	U+228AF		𢢯𠱓 nguôi ngoai [𠸨] · 𢢯𢚷 nguôi giận
𱐂	nguồi	U+31402	⇔ 𱐂 nguội	𱐂𱐂 nguồi nguội [𠸨]
𱐂	nguội	U+31402		𱐂冷 nguội lạnh · 𩚵𱐂 cơm nguội · 𠏲𱐂 thợ nguội
𥇹	ngươi	U+251F9		𡥵𥇹 con ngươi
𤾰（𤽗）	ngươi	U+24FB0 U+24F57		各𤾰 các ngươi
𠊛	người	U+2029B	[異] 𠊚	𠊛些 người ta · 𠊛西 người tây
源	nguồn	U+6E90		源㭲 nguồn gốc · 檜源 cội nguồn
𢗾	ngường	U+225FE	⇔ 𢗾 ngượng	𢗾𢗾 ngường ngượng [𠸨]
仰	NGƯỠNG	U+4EF0		仰慕 ngưỡng mộ · 仰𨷯籔 ngưỡng cửa sổ
崞	ngưởng	U+5D1E		𡴯崞 ngất ngưởng [𠸨]
𢗾	ngượng	U+225FE		𢗾㥥 ngượng ngùng · 𢗾汲 ngượng ngập · 𢗾憢 ngượng nghịu [𠸨]
𩓛	ngụp	U+294DB	[翻]	𩓛𬺗 ngụp xuống
𩂁	ngút	U+29081	[翻]	𡶀高𩂁 núi cao ngút · 霓𩂁 nghi ngút
𤈡	ngụt	U+24221		𤈡𤈡 ngùn ngụt [𠸨]
牛	NGƯU	U+725B		牛郎 ngưu lang · 金牛 kim ngưu · 𣇟牛 sao ngưu
危	NGUY	U+5371		危機 nguy cơ · 危險 nguy hiểm
巍	NGUY	U+5DCD		巍峨 nguy nga
僞	NGUỴ	U+50DE		僞裝 nguỵ trang · 賊僞 giặc nguỵ · 僞證 nguỵ chứng · 僞造 nguỵ tạo · 美僞 Mĩ nguỵ · 僞辯 nguỵ biện
魏	NGUỴ	U+9B4F		阿魏 a nguỵ · 𣱆魏 họ Nguỵ
元	NGUYÊN	U+5143	"裊得使用如詞獨立、得𢪏𱺵「元（nguyên）」。譬喻：元主席渃（nguyên Chủ tịch nước）、英些元羅農民（Anh ta nguyên là nông dân）。 Nếu được sử dụng như từ độc lập, được viết là ""元 (nguyên)"", ví dụ: 元主席渃 (nguyên Chủ tịch nước), 英些元羅農民 (Anh ta nguyên là nông dân)."	元素 nguyên tố · 多元 đa nguyên · 元音 nguyên âm · 數元 số nguyên · 元宵 nguyên tiêu · 節元旦 tết nguyên đán
原	NGUYÊN	U+539F		原則 nguyên tắc · 高原 cao nguyên · 西原 Tây Nguyên · 原子 nguyên tử · 原單 nguyên đơn · 依原 y nguyên
源	NGUYÊN	U+6E90		根源 căn nguyên · 同源 đồng nguyên · 詞源 từ nguyên · 來源 lai nguyên · 財源 tài nguyên
願	nguyền	U+9858		願嚕 nguyền rủa · 誓願 thề nguyền
阮	NGUYỄN	U+962E		茹阮 nhà Nguyễn · 𣱆阮 họ Nguyễn
願	NGUYỆN	U+9858		意願 ý nguyện · 約願 ước nguyện · 情願 tình nguyện · 願望 nguyện vọng · 甘願 cam nguyện
月	NGUYỆT	U+6708		彈月 đàn nguyệt · 月報 nguyệt báo · 月食 nguyệt thực · 經月 kinh nguyệt
𥊜	nguýt	U+2529C		澿𥊜 ngấm nguýt [𠸨]
丫	NHA	U+4E2B		丫鬟 nha hoàn
牙	NHA	U+7259	[翻]	牙士 nha sĩ · 牙疳 nha cam
芽	NHA	U+82BD		芽莊 Nha Trang
唲	nha	U+5532	⇔ 唲 nhé	
衙	NHA	U+8859		衙門 nha môn · 衙吏 nha lại
鴉	NHA	U+9D09		鴉片 nha phiến
𤆹	nhá	U+241B9		𤆹濂 nhá nhem
茹	nhà	U+8339	[異] 茄	茹住 nhà trọ · 𥪝茹 trong nhà
若	NHÃ	U+82E5		般若 Bát Nhã · 辱若 nhục nhã [𠸨]
雅	NHÃ	U+96C5		儒雅 nho nhã · 雅興 nhã hứng · 清雅 thanh nhã · 雅樂 nhã nhạc · 莊雅 trang nhã · 雅𠽗 nhã nhặn [𠸨]
𠰹	nhả	U+20C39		𠰹𫥨 nhả ra · 𠰹𩝇 nhả mồi · 𡂒𠰹 chớt nhả
㦡	nhác	U+39A1		𭞣㦡 nhếch nhác · 𬇣㦡 nháo nhác · 𢙫㦡 nhớn nhác
䁻	nhác	U+407B		䁻𧡊 nhác thấy · 䁻矓 nhác trông
𢩮	nhấc	U+22A6E	[翻]	𢩮𬨠 nhấc lên · 拮𢩮 cất nhấc
𢩮	nhắc	U+22A6E	⇔ 𢩮 nhấc	
𠯅	nhắc	U+20BC5		𠯅𢬨 nhắc nhở [𠸨] · 𠯅徠 nhắc lại · 𠯅𡀯𫇰𫜵之朱𢞂 nhắc chuyện cũ làm gì cho buồn
岳	NHẠC	U+5CB3	[翻]	岳父 nhạc phụ · 五岳 ngũ nhạc
樂	NHẠC	U+6A02		音樂 âm nhạc · 奏樂 tấu nhạc · 樂士 nhạc sĩ
呃	nhách	U+5443		𦂄呃 dai nhách · 浪呃 lãng nhách
啀	nhai	U+5540		啀𩚵 nhai cơm
涯	NHAI	U+6DAF	[翻]	天涯 thiên nhai · 生涯 sinh nhai
㖑	nhái	U+3591		行㖑 hàng nhái · 㖑徠 nhái lại
𧍊	nhái	U+2734A		螠𧍊 ếch nhái
𦲒	nhài	U+26C92		花𦲒 hoa nhài
啀	nhài	U+5540	⇔ 啀 nhai	𢯦啀 lài nhài [𠸨]
爾	nhãi	U+723E		爾囁 nhãi nhép [𠸨]
涯	nhải	U+6DAF	[翻]	涯涯 nhai nhải [𠸨]
𠽬	nhại	U+20F6C		𠽬徠 nhại lại · 𪀄𠽬 chim nhại · 濔𠽬 nhễ nhại · 𠽬𠳒𠊛恪 nhại lời người khác
𰪯	nham	U+30AAF	⇔ 𰪯 nhám	𰪯𰪯 nham nhám [𠸨]
𡊠	nham	U+212A0	⇔ 𡊠 nháp	𡊠𡊠 nham nháp [𠸨]
岩	NHAM	U+5CA9		岩石 nham thạch · 岩險 nham hiểm
𩜠	nham	U+29720		咹𩜠 ăn nham · 糮𩜠 lam nham
𰪯	nhám	U+30AAF		紙𰪯 giấy nhám · 𰪯𰪯 nham nhám [𠸨] · 𰪯謲 nhám xàm
𩸶	nhám	U+29E36		𩵜𩸶 cá nhám
啱	nhàm	U+5571		啱𢥇 nhàm chán
壬	NHÂM	U+58EC		壬申 Nhâm Thân · 壬辰 Nhâm Thìn
惏	nhăm	U+60CF	⇔ 惏 lăm	
𠄼	nhăm	U+2013C	⇔ 𠄼 lăm	
𠰃	nhấm	U+20C03		齽𠰃 gặm nhấm
𡍚	nhầm	U+2135A	⇔ 𡍚 lầm	
𥄮	nhắm	U+2512E	[翻]	𥄮眜 nhắm mắt
𠲏	nhắm	U+20C8F		𠲏𨢇 nhắm rượu
𠁪	nhằm	U+2006A	[異] 𥄮	𠁪倲 nhằm đúng
䚾	nhảm	U+46BE		信䚾 tin nhảm · 吶䚾 nói nhảm · 䚾𡭺 nhảm nhí
𠿹	nhẩm	U+20FF9		𡀫𠿹 lẩm nhẩm · 併𠿹 tính nhẩm
任	NHẬM	U+4EFB	[翻]	擔任 đảm nhậm · 任職 nhậm chức
顏	NHAN	U+984F	[翻]	顏色 nhan sắc · 紅顏薄命 hồng nhan bạc mệnh · 顏顏 nhan nhản [𠸨]
雁	nhàn	U+96C1	⇔ 雁 nhạn	
閒	NHÀN	U+9592		安閒 an nhàn · 閒暇 nhàn hạ · 清閒 thanh nhàn · 閒居 nhàn cư
溂	nhàn	U+6E82	⇔ 溂 nhạt	溂溂 nhàn nhạt [𠸨]
人	NHÂN	U+4EBA		人員 nhân viên · 夫人 phu nhân · 人本 nhân bản
仁	NHÂN	U+4EC1	[翻]	仁義 nhân nghĩa · 杏仁 hạnh nhân · 籺仁 hạt nhân
仞	nhân	U+4EDE	⇔ 仞 nhẩn	仞仞 nhân nhẩn [𠸨]
因	NHÂN	U+56E0		因果 nhân quả · 因素 nhân tố · 因本 nhân bản
姻	NHÂN	U+59FB		婚姻 hôn nhân · 姻緣 nhân duyên
仞	nhăn	U+4EDE	⇔ 仞 nhẳn	仞仞 nhăn nhẳn [𠸨]
絪	nhăn	U+7D6A		絪繻 nhăn nhó [𠸨] · 絪𢬨 nhăn nhở · 絪䁱 nhăn nheo · 絪𢪭 nhăn nhúm
眼	NHÃN	U+773C		眼球 nhãn cầu · 龍眼 long nhãn · 眼力 nhãn lực · 啞口啞眼 á khẩu á nhãn
扨	nhấn	U+6268		扨柉彈 nhấn phím đàn
涊	nhần	U+6D8A	⇔ 涊 nhận	涊涊 nhần nhận [𠸨]
𠴍	nhắn	U+20D0D		𠴍㖇 nhắn nhe [𠸨] · 𠴍啂 nhắn nhủ · 信𠴍 tin nhắn
㧢	nhằn	U+39E2		𤹘㧢 nhọc nhằn [𠸨] · 𣝀㧢 cằn nhằn [𠸨]
𠯄	nhẫn	U+20BC4		自𧘇𠯄𫢩 từ ấy nhẫn nay
忍	NHẪN	U+5FCD		殘忍 tàn nhẫn · 忍心 nhẫn tâm · 忍耐 nhẫn nại · 隱忍 ẩn nhẫn
釰	nhẫn	U+91F0		釰𡠣 nhẫn cưới · 㧅釰 đeo nhẫn
𣼴	nhẵn	U+23F34		歇𣼴 hết nhẵn · 𣼴𣾶 nhẵn nhụi [𠸨] · 𣼴𩈘 nhẵn mặt · 𠫾𣼴塘 đi nhẵn đường
顏	nhản	U+984F	[翻]	顏顏 nhan nhản [𠸨]
仞	nhẩn	U+4EDE		仞芽 nhẩn nha
仞	nhẳn	U+4EDE		仞仞 nhăn nhẳn [𠸨]
雁	NHẠN	U+96C1		𪀄雁 chim nhạn
涊	nhận	U+6D8A	[異] 忍	涊沈 nhận chìm · 涊𬺗 nhận xuống
認	NHẬN	U+8A8D		認𧡊 nhận thấy · 公認 công nhận · 認別 nhận biết · 確認 xác nhận · 認書 nhận thư
𠽗	nhặn	U+20F57		雅𠽗 nhã nhặn [𠸨]
爙	nhang	U+7219		爙畑 nhang đèn
瓖	nhàng	U+74D6	[翻]	珥瓖 nhẹ nhàng [𠸨] · 廊瓖 làng nhàng
仍	nhâng	U+4ECD		仍𬇣 nhâng nháo [𠸨]
芿	nhăng	U+82BF		榘芿 củ nhăng
𠲕	nhăng	U+20C95		掕𠲕 lăng nhăng [𠸨] · 𠐔𠲕 nhố nhăng [𠸨]
𦅯	nhăng	U+2616F	⇔ 𦅯 nhẳng	𦅯𦅯 nhăng nhẳng [𠸨]
𢥉	nhãng	U+22949	⇔ 𢥉 lãng	𢥉悁 nhãng quên
囔	nhắng	U+56D4		囔𱎰 nhắng nhít [𠸨]
𠯹	nhằng	U+20BF9	⇔ 𠯹 nhẵng	𠯹𠯹 nhằng nhẵng [𠸨]
𨀊	nhằng	U+2800A	⇔ 𨀊 dằng	𨀍𨀊 nhùng nhằng [𠸨]
嚷	nhằng	U+56B7		㖫嚷 lằng nhằng [𠸨] · 入嚷 nhập nhằng [𠸨] · 二嚷 nhì nhằng [𠸨]
𠯹	nhẵng	U+20BF9		冗𠯹 nhũng nhẵng
𦅯	nhẳng	U+2616F		𦅯𦅯 nhăng nhẳng [𠸨]
蠅	nhặng	U+8805		𧋆蠅 ruồi nhặng · 蠅𬽾 nhặng xị · 𫜵蠅𬨠 làm nhặng lên
穎	nhanh	U+7A4E	⇔ 穎 nhảnh	穎穎 nhanh nhảnh [𠸨]
蘔	nhanh	U+8614	⇔ 蘔 nhánh	蘔蘔 nhanh nhánh [𠸨]
𮞊	nhanh	U+2E78A		𮞊遃 nhanh nhẹn · 精𮞊 tinh nhanh · 𧼋𮞊 chạy nhanh · 𮞊𫏢 nhanh chóng · 𮞊𮛢 nhanh nhạy · 𮞊智 nhanh trí
蘔	nhánh	U+8614		支蘔 chi nhánh · 莄蘔 cành nhánh · 蘔蘔 nhanh nhánh [𠸨]
𪸝	nhánh	U+2AE1D		𬊊𪸝 nhóng nhánh [𠸨]
梗	nhành	U+6897	⇔ 梗 ngành	
椩	nhành	U+6929		椩𣘃 nhành cây · 㨢𱠴椩花 nâng niu nhành hoa
湩	nhành	U+6E69	⇔ 湩 chành	
穎	nhảnh	U+7A4E		𡭺穎 nhí nhảnh [𠸨]
拎	nhạnh	U+62CE		抇拎 nhặt nhạnh [𠸨]
堯	nhao	U+582F		吶堯堯 nói nhao nhao
𬇣	nháo	U+2C1E3	[翻]	八𬇣 bát nháo · 𬇣𤄮 nháo nhào · 𥇈𬇣 nhốn nháo
𤄮	nhào	U+2412E		𤄮𪵅 nhào lộn · 𨁟𤄮 ngã nhào
𤃤	nhão	U+240E4		𡐙𤃤 đất nhão · 繌𤃤 mềm nhão · 𤃤𥹽 nhão nhoét [𠸨]
𠿱	nhạo	U+20FF1		𠿱謗 nhạo báng · 𠶜𠿱 chế nhạo
𡊠	nháp	U+212A0	[翻]	紙𡊠 giấy nháp · 𣱿𡊠 nhớp nháp
扖	nhấp	U+6256		扖𠰘 nhấp miệng · 扖𥅘 nhấp nháy · 扖䠨 nhấp nhổm
入	nhạp	U+5165	[翻]	雜入 tạp nhạp [𠸨]
入	NHẬP	U+5165	[翻]	加入 gia nhập · 入口 nhập khẩu · 入𣋆 nhập nhoạng · 入嚷 nhập nhằng [𠸨]
㦉	nhát	U+3989		𢝀㦉 nhút nhát · 𢤞㦉 hèn nhát · 𣼸㦉 nhớt nhát [𠸨]
一	NHẤT	U+4E00		次一 thứ nhất · 統一 thống nhất · 第一 đệ nhất · 一定 nhất định
𡥌	nhắt	U+2194C	[翻]	𡥌𡥌 lắt nhắt · 𤝞𡥌 chuột nhắt
溂	nhạt	U+6E82		𥊚溂 mờ nhạt · 溂𥉹 nhạt nhoà
日	NHẬT	U+65E5	[翻]	日記 nhật kí · 及日 cập nhật · 隔日 cách nhật · 主日 Chủ nhật · 日本 Nhật Bản
